KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,FAIR score
LARK,Lark,http://ws.nju.edu.cn/lark/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
lemonuby,lemonUby,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
lemonwiktionary,LemonWiktionary,,['http://lemon-model.net/lexica/wiktionary_en/en/en.nt.gz'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
lexinfo,lexinfo,,[],True,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
lexvo,Lexvo,,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,1,0.0,1,0.75,1,1,1,1,1.0,2.86
lingvoj,lingvoj ? Languages of the World (Multilingual RDF Descriptions),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
linked-hypernyms,linked hypernyms,,"['http://ner.vse.cz/datasets/linkedhypernyms/nl.instances.all.nt.gz', 'http://ner.vse.cz/datasets/linkedhypernyms/en.instances.all.nt.gz', 'http://ner.vse.cz/datasets/linkedhypernyms/de.instances.all.nt.gz']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
masc,Manually Annotated Sub-Corpus (MASC) of the Open American National Corpus,,['http://www.anc.org/MASC/download/MASC-1.0.3.zip'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
masc-bn-nif,MASC-BN-NIF,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
mexico,MExiCo,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
mlsa,MLSA - A Multi-layered Reference Corpus for German Sentiment Analysis,http://mlode.nlp2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
multext-east,Multext-East,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
news-100-nif-ner-corpus,News-100 NIF NER Corpus,,['https://raw.githubusercontent.com/AKSW/n3-collection/master/News-100.ttl'],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
olia,OLiA,,['https://sourceforge.net/projects/olia/files/latest/download'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
olia-discourse,OLiA Discourse,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
omwn-als,Albanet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-arb,Arabic WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-bul,BulTreeBank WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-cow,Chinese WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-cwn,Chinese WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-dan,DanNet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-ell,Greek WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-eng,Princeton WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-fas,Persian WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-fin,FinnWordNet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-fra,WOLF WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-heb,Hebrew WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-hrv,Croatian WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-isl,IceWordNet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-ita,MultiWordNet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-iwn,ItalWordnet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-jpn,Japanese WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-mcr,Multilingual Central Repository (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-msa,Wordnet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-nld,Open WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-nor,Norwegian WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-pol,plWordNet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-por,OpenWN-PT WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-ron,Romanian WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-slk,Slovak WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-slv,sloWNet WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-swe,Swedish WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
omwn-tha,Thai WordNet (as part of Open Multilingual WordNet),http://omwn.linguistic-lod.org/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
panlex,PanLex,http://ld.panlex.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
parole-simple-lexinfo-ontology-lexicons,Parole/Simple 'lexinfo' Ontology & lexicons,,"['https://github.com/martavillegas/ParoleSimpleLemon/blob/master/ParoleOntologyLod.ttl', 'https://github.com/martavillegas/ParoleSimpleLemon/blob/master/ParoleSimpleCatala.ttl']",False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
pdev-lemon,PDEV-Lemon,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
phoible,Phonetics Information Base and Lexicon (PHOIBLE),http://linked-data.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
polymath-virtual-library,Polymath Virtual Library (Authority data) - Fundación Ignacio Larramendi,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
premon,PreMOn (Predicate Model for Ontologies),http://premon.fbk.eu/sparql,[],False,1,0.9798,1,0.44,0,1,0.74,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.99
racai-llod-corola-we,Romanian CoRoLa Word Embeddings,,['http://www.racai.ro/p/llod/resources/corola.300.20.vec.ttl'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.34
racai-llod-romanian-treebank,Universal Dependencies Treebank Romanian,,['http://www.racai.ro/p/llod/resources/rrt_llod.zip'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0,0.75,2.34
reuters-128-nif-ner-corpus,Reuters-128 NIF NER Corpus,,[],False,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0,0.5,2.06
rkb-explorer-wordnet,WordNet (RKBExplorer),http://wordnet.rkbexplorer.com/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
rss-500-nif-ner-corpus,RSS-500 NIF NER CORPUS,,['https://raw.githubusercontent.com/AKSW/n3-collection/master/RSS-500.ttl'],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
saldo-rdf,SALDO-RDF,http://demo.spraakdata.gu.se/ltlod/test/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
saldom-rdf,SALDOM-RDF,http://demo.spraakdata.gu.se/ltlod/test/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
semanticquran,SemanticQuran,http://semanticquran.aksw.org/sparql,[],True,1,0.0,1,0.78,1,1,0.8,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.55
sentiws,SentimentWortschatz,http://mlode.nlp2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
simple,SIMPLE,,"['http://www.languagelibrary.eu/owl/simple/psc/pscLemon.ttl', 'http://www.languagelibrary.eu/owl/simple/inds/SimpleEntries.ttl']",False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.59
ssf,Lexicon of Syntactic and Semantic Framework,http://www.ss-framework.com/sparql,['http://www.ss-framework.com/owl/ssf.xml'],False,1,0.0904007455731593,1,0.67,0,1,0.63,1.0,1,1.0,1,1.0,1,0,0.0,1,0.5,1,1,1,0,0.75,2.88
swefn-rdf,SweFN-RDF,http://demo.spraakdata.gu.se/ltlod/test/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
tds,TDS,,[],True,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
vu-wordnet,WordNet 3.0 (VU Amsterdam),http://semanticweb.cs.vu.nl/europeana/sparql/,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
w3c-wordnet,WordNet 2.0 (W3C),,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
wikilinks-rdf-nif,Wikilinks RDF/NIF,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
wiktionary-dbpedia-org,wiktionary.dbpedia.org,http://wiktionary.dbpedia.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
wn-wiki-instances,Wordnet-Wikipedia/DBpedia instance mapping,,['https://github.com/jmccrae/wn-wiki-instances/raw/master/ili-map-dbpedia.ttl'],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0,0.75,2.61
wold,World Loanword Database,http://mlode.nlp2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.36
wordnet-rdf,WordNet-RDF,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.32
xlid-lexica,xLiD-Lexica,http://km.aifb.kit.edu/services/xlike-lexicon/,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
xwn,Open Multilingual Wordnet,,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0,0.75,2.34
zhishi-me,Zhishi.me,http://zhishi.me/sparql,[],False,1,0.0,1,0.67,0,1,0.61,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0,0.75,2.48
