KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
bio2rdf-pharmgkb,Bio2RDF::Pharmgkb,http://pharmgkb.bio2rdf.org/sparql,"['http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tar.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tar.gz', 'http://www.uniprot.org/docs/humsavar.txt', 'http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1.0,3.46,1
bio2rdf-pubmed,Bio2RDF::Pubmed,http://pubmed.bio2rdf.org/sparql,"['http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tar.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tar.gz', 'http://www.uniprot.org/docs/humsavar.txt', 'http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1.0,3.46,1
bio2rdf-sabiork,Bio2RDF::Sabiork,http://sabiork.bio2rdf.org/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
bio2rdf-sgd,Bio2RDF::Sgd,http://sgd.bio2rdf.org/sparql,"['http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tar.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tar.gz', 'http://www.uniprot.org/docs/humsavar.txt', 'http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1.0,3.46,1
bio2rdf-sider,Bio2RDF::Sider,http://sider.bio2rdf.org/sparql,"['http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tar.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tar.gz', 'http://www.uniprot.org/docs/humsavar.txt', 'http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1.0,3.46,1
bio2rdf-taxonomy,Bio2RDF::Taxonomy,http://taxonomy.bio2rdf.org/sparql,"['http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tar.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tar.gz', 'http://www.uniprot.org/docs/humsavar.txt', 'http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1.0,3.46,1
bio2rdf-wormbase,Bio2RDF::Wormbase,http://wormbase.bio2rdf.org/sparql,"['http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz', 'http://ctdbase.org/reports/CTD_genes_diseases.tsv.gz', 'http://www.disgenet.org/ds/DisGeNET/results/all_gene_disease_associations.tar.gz', 'http://www.disgenet.org/ds/DisGeNET/results/befree_gene_disease_associations.tar.gz', 'http://www.uniprot.org/docs/humsavar.txt', 'http://rdf.disgenet.org/download/v3.0.0/disgenetv3.0-rdf-v3.0.0-dump.tgz', 'http://rdf.disgenet.org/download/v3.0.0/geneDiseaseAssociation.ttl.gz', 'http://rdf.disgenet.org/download/v3.0.0/ncbigene-hgnc-exactMatch-ls.ttl.gz']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.32,1,0.83,1,1,1,1.0,3.46,1
biolod-pdb,BioLOD for Protein Data Bank Japan,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
biomodels-rdf,BioModels RDF,https://www.ebi.ac.uk/rdf/services/biomodels/sparql,[],False,1,0.0,1,0.78,0,1,0.63,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.63,0
bioportal-aao,Amphibian gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-aba,ABA Adult Mouse Brain,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-acgt,Cancer Research and Management ACGT Master Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-adw,Animal natural history and life history,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-aeo,Anatomical Entity Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-aero,Adverse Event Reporting ontology,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
bioportal-air,AI/RHEUM,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-amino-acid,Amino Acid,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-apo,Ascomycete phenotype ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-atmo,African Traditional Medicine,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ato,Amphibian taxonomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bao,BioAssay Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-basic-vertebrate-gross-anatomy,Basic Vertebrate Anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bcgo,Breast Cancer Grading Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bdo,Bone Dysplasia Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bfo,Basic Formal Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bho,Bleeding History Phenotype,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bila,Bilateria anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-birnlex,BIRNLex,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bootstrep,Gene Regulation Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bp,BioPAX,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
bioportal-bro_x1,Biomedical Resource Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bspo,Spatial Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-bt,BioTop,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
bioportal-bto,BRENDA tissue / enzyme source,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-canco,Cancer Chemoprevention Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cao,CAO,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-carelex,CareLex,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cco,Cell Cycle Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cdao,Comparative Data Analysis Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-chebi,Chemical entities of biological interest,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-chem2bio2owl,Systems Chemical Biology/Chemogenomics,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cheminf,Chemical Information Ontology,,[],True,1,0.0,1,0.33,0,1,0.56,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.31,0
bioportal-cl,Cell type,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-clo,Cell Line Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cmo,Clinical Measurement Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cno,Computational Neuroscience Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-co_wheat,Wheat trait,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cogat,Cognitive Atlas,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cogpo,Cognitive Paradigm Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cpt,Current Procedural Terminology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-csp,"CRISP Thesaurus, 2006",,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-cst,COSTART,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ctcae,Common Terminology Criteria for Adverse Events,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ctx,Cerebrotendinous xanthomatosis,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-dc_cl,Dendritic cell,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ddanat,Dictyostelium discoideum anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ddi,Ontology for Drug Discovery Investigations,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-diagnosticont,Diagnostic Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-dikb-evidence,DIKB-Evidence-Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-doid,Human disease ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ecg,Electrocardiography Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-efo,Experimental Factor Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ehda,"Human developmental anatomy, timed version",,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ehdaa,"Human developmental anatomy, abstract version",,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ehdaa2,"Human developmental anatomy, abstract version, v2",,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-envo,Environment Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-eo,Plant environmental conditions,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ep,Cardiac Electrophysiology Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-epileponto,Epilepsy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ero,eagle-i research resource ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ev,eVOC (Expressed Sequence Annotation for Humans),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-exo,ExO,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fao,Fungal gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fbbi,Biological imaging methods,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fbbt,Drosophila gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fbcv,FlyBase Controlled Vocabulary,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fbdv,Drosophila development,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fbsp,Fly taxonomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fda-meddevice,FDA Medical Devices (2010),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fhho,Family Health History Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-flu,Influenza Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fma,Foundational Model of Anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-fypo,Fission Yeast Phenotype Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-geospecies,GeoSpecies Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-gfo,General Formal Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-gfo-bio,General Formal Ontology: Biology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-go_x1,Gene Ontology Extension,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-go_x2,Gene Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-gro_x1,Cereal plant gross anatomy,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-gro_x2,Gene Regulation Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hao,Hymenoptera Anatomy Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hcpcs,HCPCS,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hl7,Health Level Seven,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hlth_indics,HEALTH_INDICATORS,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hp_x1,Human Phenotype Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hpio,Host Pathogen Interactions Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-hugo,HUGO,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-iao,Information Artifact Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icd10,ICD10,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icd10cm,ICD10CM,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icd10pcs,ICD-10-PCS,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icd9cm,International Classification of Diseases,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icf_x1,"International Classification of Functioning, Disability and Health (ICF)",,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icnp,International Classification for Nursing Practice,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icpc,International Classification of Primary Care,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icpc2p,ICPC-2 PLUS,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-icps,ICPS Network,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ido,Infectious Disease Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-idobru,Brucellosis Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-idomal,Malaria Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-iev,Event (INOH pathway ontology),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-imgt,IMGT-ONTOLOGY,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-imr,Molecule role (INOH Protein name/family name ontology),,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ino,Interaction Network Ontology,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-ixno,IxnO,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-jerm,SysMO-JERM,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
bioportal-lhn,Loggerhead nesting,,[],True,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.04,0
